County_FIPS,County,State,Obesity-2019-Percentage,Limited Access to Healthy Foods-2019-Percent
46095,Mellette County,South Dakota,28.8,28.496332511
47023,Chester County,Tennessee,28.8,4.5441522587
55055,Jefferson County,Wisconsin,28.8,2.4026164329
05131,Sebastian County,Arkansas,28.9,5.4921140061
13095,Dougherty County,Georgia,28.9,24.502799969
13135,Gwinnett County,Georgia,28.9,9.7083320708
17111,Mchenry County,Illinois,28.9,6.411147683
19005,Allamakee County,Iowa,28.9,3.4786026731
20067,Grant County,Kansas,28.9,6.4482386136
21127,Lawrence County,Kentucky,28.9,5.7155959602
21163,Meade County,Kentucky,28.9,5.7729207245
22039,Evangeline Parish,Louisiana,28.9,6.289346854
26023,Branch County,Michigan,28.9,6.388959891
31017,Brown County,Nebraska,28.9,4.1333514881
36021,Columbia County,New York,28.9,7.1296838443
38065,Oliver County,North Dakota,28.9,19.626656354
39069,Henry County,Ohio,28.9,1.7792655015
42107,Schuylkill County,Pennsylvania,28.9,2.4034374002
47159,Smith County,Tennessee,28.9,1.2065554732
48187,Guadalupe County,Texas,28.9,12.380453972
51153,Prince William County,Virginia,28.9,3.8156001409
54029,Hancock County,West Virginia,28.9,17.418054778
55073,Marathon County,Wisconsin,28.9,5.6425140336
01033,Colbert County,Alabama,29,8.8293033096
01117,Shelby County,Alabama,29,5.8197930737
08123,Weld County,Colorado,29,5.9144193842
13009,Baldwin County,Georgia,29,12.87980186
13031,Bulloch County,Georgia,29,8.4380240218
13059,Clarke County,Georgia,29,21.828871832
17091,Kankakee County,Illinois,29,6.0683285371
21175,Morgan County,Kentucky,29,4.1415321802
26007,Alpena County,Michigan,29,6.1005290101
26113,Missaukee County,Michigan,29,1.7282230723
29081,Harrison County,Missouri,29,14.762572016
29209,Stone County,Missouri,29,4.7156218164
32001,Churchill County,Nevada,29,5.7778697675
36001,Albany County,New York,29,5.542280913
36073,Orleans County,New York,29,3.8257903188
38031,Foster County,North Dakota,29,5.905482823
45069,Marlboro County,South Carolina,29,8.825708768
51187,Warren County,Virginia,29,5.4054188924
54037,Jefferson County,West Virginia,29,5.5026861477
01013,Butler County,Alabama,29.1,6.9182869438
05057,Hempstead County,Arkansas,29.1,16.108882814
05103,Ouachita County,Arkansas,29.1,18.149147084
05137,Stone County,Arkansas,29.1,10.840695297
06113,Yolo County,California,29.1,2.8844906943
06115,Yuba County,California,29.1,10.882040506
13143,Haralson County,Georgia,29.1,6.1752012677
18055,Greene County,Indiana,29.1,5.9716480644
18077,Jefferson County,Indiana,29.1,2.7069670753
18145,Shelby County,Indiana,29.1,4.8564509728
21015,Boone County,Kentucky,29.1,9.0562213244
21023,Bracken County,Kentucky,29.1,0.2264717415
22043,Grant Parish,Louisiana,29.1,8.844325829
26125,Oakland County,Michigan,29.1,4.3709239607
27061,Itasca County,Minnesota,29.1,8.7040193895
29031,Cape Girardeau County,Missouri,29.1,9.5193297442
29099,Jefferson County,Missouri,29.1,8.3489514997
35017,Grant County,New Mexico,29.1,10.706927381
36085,Richmond County,New York,29.1,0.1567635311
38007,Billings County,North Dakota,29.1,18.181818066
40083,Logan County,Oklahoma,29.1,15.252222203
42117,Tioga County,Pennsylvania,29.1,9.3775474063
45009,Bamberg County,South Carolina,29.1,15.523045502
45073,Oconee County,South Carolina,29.1,10.405242216
48089,Colorado County,Texas,29.1,7.2853333894
53059,Skamania County,Washington,29.1,1.0192562543
01031,Coffee County,Alabama,29.2,8.9918950021
01081,Lee County,Alabama,29.2,11.069019519
01109,Pike County,Alabama,29.2,10.493584998
05087,Madison County,Arkansas,29.2,10.986230917
09003,Hartford County,Connecticut,29.2,3.6661013083
13051,Chatham County,Georgia,29.2,10.806293213
20123,Mitchell County,Kansas,29.2,8.8921329848
21185,Oldham County,Kentucky,29.2,5.042472192
21207,Russell County,Kentucky,29.2,2.3884935574
26031,Cheboygan County,Michigan,29.2,3.8733831263
26127,Oceana County,Michigan,29.2,4.3702936685
26137,Otsego County,Michigan,29.2,10.596964619
29129,Mercer County,Missouri,29.2,37.767414486
29177,Ray County,Missouri,29.2,2.1376940147
35007,Colfax County,New Mexico,29.2,14.63506183
37129,New Hanover County,North Carolina,29.2,8.830683744
38005,Benson County,North Dakota,29.2,15.114067982
47061,Grundy County,Tennessee,29.2,3.7450745722
47153,Sequatchie County,Tennessee,29.2,22.194207894
49021,Iron County,Utah,29.2,17.588701335
53003,Asotin County,Washington,29.2,4.6132834554
53039,Klickitat County,Washington,29.2,4.8610892056
55025,Dane County,Wisconsin,29.2,4.2892652756
05063,Independence County,Arkansas,29.3,6.0958814394
16023,Butte County,Idaho,29.3,7.6475946836
18037,Dubois County,Indiana,29.3,3.656330585
19137,Montgomery County,Iowa,29.3,7.3980609347
19167,Sioux County,Iowa,29.3,0.3804669533
20005,Atchison County,Kansas,29.3,9.0620070265
23027,Waldo County,Maine,29.3,3.7799372357
26033,Chippewa County,Michigan,29.3,8.1391861822
26079,Kalkaska County,Michigan,29.3,1.8040771944
26107,Mecosta County,Michigan,29.3,15.368350023
27025,Chisago County,Minnesota,29.3,4.8904735219
27131,Rice County,Minnesota,29.3,6.3328420043
29041,Chariton County,Missouri,29.3,2.5053685397
40117,Pawnee County,Oklahoma,29.3,1.6115097797
42075,Lebanon County,Pennsylvania,29.3,4.4743843882
44003,Kent County,Rhode Island,29.3,5.5377584695
45053,Jasper County,South Carolina,29.3,5.0961200839
47117,Marshall County,Tennessee,29.3,8.9664069381
48381,Randall County,Texas,29.3,2.3823990382
51093,Isle Of Wight County,Virginia,29.3,4.4652370242
51197,Wythe County,Virginia,29.3,4.4386175504
05077,Lee County,Arkansas,29.4,20.286818357
06033,Lake County,California,29.4,1.8896755599
12001,Alachua County,Florida,29.4,7.2112684015
13093,Dooly County,Georgia,29.4,25.172040808
13261,Sumter County,Georgia,29.4,5.215784377
19099,Jasper County,Iowa,29.4,3.9277336117
19141,O&#39;brien County,Iowa,29.4,4.6807608087
19149,Plymouth County,Iowa,29.4,3.1826978731
20115,Marion County,Kansas,29.4,10.092269993
26103,Marquette County,Michigan,29.4,5.1045468557
27005,Becker County,Minnesota,29.4,12.763271463
27029,Clearwater County,Minnesota,29.4,15.148719403
28109,Pearl River County,Mississippi,29.4,5.7191994854
28135,Tallahatchie County,Mississippi,29.4,31.383122764
30043,Jefferson County,Montana,29.4,10.849762818
31003,Antelope County,Nebraska,29.4,3.8642517304
31101,Keith County,Nebraska,29.4,6.8829161857
35029,Luna County,New Mexico,29.4,23.864665629
36007,Broome County,New York,29.4,3.6737523172
38051,Mcintosh County,North Dakota,29.4,5.3403805774
40037,Creek County,Oklahoma,29.4,5.3269153785
40139,Texas County,Oklahoma,29.4,12.710964928
47097,Lauderdale County,Tennessee,29.4,4.2561528776
51069,Frederick County,Virginia,29.4,4.9745222134
01083,Limestone County,Alabama,29.5,6.4263673672
16055,Kootenai County,Idaho,29.5,7.2947127843
18123,Perry County,Indiana,29.5,7.0656382658
20141,Osborne County,Kansas,29.5,7.9133485482
21031,Butler County,Kentucky,29.5,4.82861275
21053,Clinton County,Kentucky,29.5,1.091459718
21067,Fayette County,Kentucky,29.5,7.0422884856
21137,Lincoln County,Kentucky,29.5,8.909715603
21229,Washington County,Kentucky,29.5,5.1638743127
22053,Jefferson Davis Parish,Louisiana,29.5,7.9756257044
27071,Koochiching County,Minnesota,29.5,13.868582978
27143,Sibley County,Minnesota,29.5,0.801939461
29105,Laclede County,Missouri,29.5,16.933108749
42011,Berks County,Pennsylvania,29.5,3.2919661019
42021,Cambria County,Pennsylvania,29.5,6.3455856312
46127,Union County,South Dakota,29.5,0.4263337649
48497,Wise County,Texas,29.5,3.2135025042
51139,Page County,Virginia,29.5,No Data
55137,Waushara County,Wisconsin,29.5,5.0160936126
56015,Goshen County,Wyoming,29.5,5.8550921478
17115,Macon County,Illinois,29.6,8.4771070651
22113,Vermilion Parish,Louisiana,29.6,3.7031698578
26093,Livingston County,Michigan,29.6,3.6188841123
28013,Calhoun County,Mississippi,29.6,1.1493339762
31125,Nance County,Nebraska,29.6,1.3202484244
31149,Rock County,Nebraska,29.6,8.9836089557
35043,Sandoval County,New Mexico,29.6,18.422167339
38049,Mchenry County,North Dakota,29.6,16.991059675
40029,Coal County,Oklahoma,29.6,11.285920569
40071,Kay County,Oklahoma,29.6,15.261959964
42037,Columbia County,Pennsylvania,29.6,2.5973669259
48241,Jasper County,Texas,29.6,5.6279920885
49005,Cache County,Utah,29.6,8.5290530127
49035,Salt Lake County,Utah,29.6,2.621184775
54101,Webster County,West Virginia,29.6,2.1941692269
17113,Mclean County,Illinois,29.7,8.7810538958
17177,Stephenson County,Illinois,29.7,1.6959271061
18001,Adams County,Indiana,29.7,4.7462539799
18011,Boone County,Indiana,29.7,2.46502842
19023,Butler County,Iowa,29.7,1.9074136187
22029,Concordia Parish,Louisiana,29.7,20.781629476
24041,Talbot County,Maryland,29.7,3.2515587257
27067,Kandiyohi County,Minnesota,29.7,13.199515991
28039,George County,Mississippi,29.7,5.6774833162
28141,Tishomingo County,Mississippi,29.7,No Data
29189,St. Louis County,Missouri,29.7,5.048877064
30091,Sheridan County,Montana,29.7,11.810430748
36083,Rensselaer County,New York,29.7,4.0964465794
37181,Vance County,North Carolina,29.7,2.9939875143
38077,Richland County,North Dakota,29.7,5.3603778641
45037,Edgefield County,South Carolina,29.7,12.066592853
47037,Davidson County,Tennessee,29.7,8.2107628446
47147,Robertson County,Tennessee,29.7,1.8745406917
47151,Scott County,Tennessee,29.7,7.8695744615
48007,Aransas County,Texas,29.7,16.209726326
48121,Denton County,Texas,29.7,4.7453569136
53041,Lewis County,Washington,29.7,6.3648330396
55083,Oconto County,Wisconsin,29.7,2.2009115835
55131,Washington County,Wisconsin,29.7,4.6143381767
56027,Niobrara County,Wyoming,29.7,9.2779575904
02020,Anchorage Municipality,Alaska,29.8,4.5700242714
13313,Whitfield County,Georgia,29.8,13.39429423
18179,Wells County,Indiana,29.8,12.674878804
19047,Crawford County,Iowa,29.8,11.377491575
19093,Ida County,Iowa,29.8,0.3765804486
19129,Mills County,Iowa,29.8,3.8071065269
21209,Scott County,Kentucky,29.8,7.2703859884
29049,Clinton County,Missouri,29.8,3.0681632966
31071,Garfield County,Nebraska,29.8,2.9390099953
31107,Knox County,Nebraska,29.8,11.757695911
35039,Rio Arriba County,New Mexico,29.8,0
36003,Allegany County,New York,29.8,1.3248667223
36005,Bronx County,New York,29.8,0.0005496628
36117,Wayne County,New York,29.8,1.9423484489
37101,Johnston County,North Carolina,29.8,2.8783321371
39061,Hamilton County,Ohio,29.8,7.9209877923
42081,Lycoming County,Pennsylvania,29.8,8.4339649605
46011,Brookings County,South Dakota,29.8,16.445802103
51177,Spotsylvania County,Virginia,29.8,4.9793041647
55127,Walworth County,Wisconsin,29.8,9.6096173488
56003,Big Horn County,Wyoming,29.8,5.6659291065
06099,Stanislaus County,California,29.9,3.3693720593
12017,Citrus County,Florida,29.9,15.663662434
17183,Vermilion County,Illinois,29.9,8.4771801358
18015,Carroll County,Indiana,29.9,0.4418599623
19081,Hancock County,Iowa,29.9,3.4610183304
20073,Greenwood County,Kansas,29.9,17.809990432
24035,Queen Anne&#39;s County,Maryland,29.9,3.6081599048
28161,Yalobusha County,Mississippi,29.9,9.222013487
29021,Buchanan County,Missouri,29.9,11.567268609
38081,Sargent County,North Dakota,29.9,1.5682169324
47029,Cocke County,Tennessee,29.9,11.194435694
51810,Virginia Beach City,Virginia,29.9,2.5527004833
53063,Spokane County,Washington,29.9,4.5355511876
53073,Whatcom County,Washington,29.9,7.1430267316
55075,Marinette County,Wisconsin,29.9,7.4774855722
05141,Van Buren County,Arkansas,30,6.7285462684
12089,Nassau County,Florida,30,12.127965923
13019,Berrien County,Georgia,30,10.396093176
17197,Will County,Illinois,30,7.3496638302
20165,Rush County,Kansas,30,10.627612205
21041,Carroll County,Kentucky,30,No Data
22119,Webster Parish,Louisiana,30,18.633451862
27119,Polk County,Minnesota,30,8.5637012182
28069,Kemper County,Mississippi,30,23.970146869
29077,Greene County,Missouri,30,7.9773445474
29107,Lafayette County,Missouri,30,6.8139133594
29183,St. Charles County,Missouri,30,4.9082641657
31077,Greeley County,Nebraska,30,20.601020654
32023,Nye County,Nevada,30,34.212160632
33013,Merrimack County,New Hampshire,30,3.0910014171
37031,Carteret County,North Carolina,30,7.7033380626
38015,Burleigh County,North Dakota,30,4.604923262
39055,Geauga County,Ohio,30,4.0487556076
39085,Lake County,Ohio,30,7.8441729399
40041,Delaware County,Oklahoma,30,9.2608031777
42115,Susquehanna County,Pennsylvania,30,6.1072852907
48239,Jackson County,Texas,30,5.7543691325
51079,Greene County,Virginia,30,6.5224547755
51155,Pulaski County,Virginia,30,3.9031996445
55099,Price County,Wisconsin,30,5.0190191485
05001,Arkansas County,Arkansas,30.1,23.658697369
12027,Desoto County,Florida,30.1,7.0438976265
16043,Fremont County,Idaho,30.1,14.755286434
16069,Nez Perce County,Idaho,30.1,7.2386975676
17095,Knox County,Illinois,30.1,8.7116605855
20091,Johnson County,Kansas,30.1,2.2575743984
20167,Russell County,Kansas,30.1,8.1568458969
21073,Franklin County,Kentucky,30.1,8.8201878865
24013,Carroll County,Maryland,30.1,3.0085234316
27037,Dakota County,Minnesota,30.1,4.6555981398
27123,Ramsey County,Minnesota,30.1,5.2141529136
28031,Covington County,Mississippi,30.1,No Data
29091,Howell County,Missouri,30.1,10.413554573
29161,Phelps County,Missouri,30.1,9.2788957921
33019,Sullivan County,New Hampshire,30.1,8.4695280088
36051,Livingston County,New York,30.1,3.9097163188
36063,Niagara County,New York,30.1,5.2642550744
37027,Caldwell County,North Carolina,30.1,15.368314226
40097,Mayes County,Oklahoma,30.1,5.4862798639
45081,Saluda County,South Carolina,30.1,0.9218100417
51037,Charlotte County,Virginia,30.1,14.603320272
53005,Benton County,Washington,30.1,5.2280779195
54013,Calhoun County,West Virginia,30.1,13.381140199
55109,St. Croix County,Wisconsin,30.1,2.3655067725
01061,Geneva County,Alabama,30.2,3.8639910335
01089,Madison County,Alabama,30.2,9.3429073813
05143,Washington County,Arkansas,30.2,5.3029342646
12077,Liberty County,Florida,30.2,10.069550142
18131,Pulaski County,Indiana,30.2,3.5631765937
19095,Iowa County,Iowa,30.2,1.0261501012
22007,Assumption Parish,Louisiana,30.2,0.5825324343
24003,Anne Arundel County,Maryland,30.2,4.1371283192
26017,Bay County,Michigan,30.2,5.2544389897
28057,Itawamba County,Mississippi,30.2,6.6057938839
30053,Lincoln County,Montana,30.2,2.7128230529
31143,Polk County,Nebraska,30.2,1.4287958855
36055,Monroe County,New York,30.2,6.8604010802
39037,Darke County,Ohio,30.2,3.493969159
40019,Carter County,Oklahoma,30.2,7.6377313188
42119,Union County,Pennsylvania,30.2,10.671602028
46071,Jackson County,South Dakota,30.2,45.847765914
51051,Dickenson County,Virginia,30.2,No Data
53061,Snohomish County,Washington,30.2,3.2318307067
53065,Stevens County,Washington,30.2,12.503259957
56025,Natrona County,Wyoming,30.2,9.1689383529
13255,Spalding County,Georgia,30.3,12.654076292
19017,Bremer County,Iowa,30.3,1.2981711949
19061,Dubuque County,Iowa,30.3,5.6440551971
21027,Breckinridge County,Kentucky,30.3,3.5205326091
21147,Mccreary County,Kentucky,30.3,1.8711481164
26021,Berrien County,Michigan,30.3,9.5625033762
29061,Daviess County,Missouri,30.3,5.4237995074
29133,Mississippi County,Missouri,30.3,1.3052566976
29147,Nodaway County,Missouri,30.3,31.313149544
29157,Perry County,Missouri,30.3,4.8505571098
30013,Cascade County,Montana,30.3,9.8691567818
39077,Huron County,Ohio,30.3,4.6863671581
42017,Bucks County,Pennsylvania,30.3,4.4579654767
48141,El Paso County,Texas,30.3,9.1277941164
51099,King George County,Virginia,30.3,2.1241339
55121,Trempealeau County,Wisconsin,30.3,3.7623814275
55139,Winnebago County,Wisconsin,30.3,8.0546282011
02185,North Slope Borough,Alaska,30.4,7.1061645355
05115,Pope County,Arkansas,30.4,9.3706147103
12069,Lake County,Florida,30.4,11.843973644
17037,Dekalb County,Illinois,30.4,14.585359565
18065,Henry County,Indiana,30.4,6.5562132142
18103,Miami County,Indiana,30.4,9.7807079893
19051,Davis County,Iowa,30.4,3.3285946226
20145,Pawnee County,Kansas,30.4,8.7295068135
21143,Lyon County,Kentucky,30.4,1.0259446198
21217,Taylor County,Kentucky,30.4,2.8800521194
27039,Dodge County,Minnesota,30.4,3.3564679395
27047,Freeborn County,Minnesota,30.4,8.2956944282
30047,Lake County,Montana,30.4,1.9112225738
36025,Delaware County,New York,30.4,3.6975849232
39089,Licking County,Ohio,30.4,8.1995474091
40153,Woodward County,Oklahoma,30.4,6.8180044519
47003,Bedford County,Tennessee,30.4,8.9272984831
55069,Lincoln County,Wisconsin,30.4,3.6272743729
08101,Pueblo County,Colorado,30.5,17.147800154
13139,Hall County,Georgia,30.5,7.3750798801
18041,Fayette County,Indiana,30.5,7.7296899103
25005,Bristol County,Massachusetts,30.5,4.0967603483
26111,Midland County,Michigan,30.5,4.7249357127
27151,Swift County,Minnesota,30.5,7.2930958016
28015,Carroll County,Mississippi,30.5,20.419031281
31093,Howard County,Nebraska,30.5,5.1232445548
40007,Beaver County,Oklahoma,30.5,11.877335973
40013,Bryan County,Oklahoma,30.5,10.791823565
40017,Canadian County,Oklahoma,30.5,7.5575000695
40023,Choctaw County,Oklahoma,30.5,21.082639738
45071,Newberry County,South Carolina,30.5,15.410847839
45079,Richland County,South Carolina,30.5,17.007576006
46135,Yankton County,South Dakota,30.5,9.2732273719
47183,Weakley County,Tennessee,30.5,8.0797571025
48491,Williamson County,Texas,30.5,8.690343261
51183,Sussex County,Virginia,30.5,13.795646928
53043,Lincoln County,Washington,30.5,12.135665978
55021,Columbia County,Wisconsin,30.5,4.6804817047
01065,Hale County,Alabama,30.6,6.9764912571
05059,Hot Spring County,Arkansas,30.6,11.213107535
12043,Glades County,Florida,30.6,23.92137644
12113,Santa Rosa County,Florida,30.6,9.5117799749
16019,Bonneville County,Idaho,30.6,11.404364353
17097,Lake County,Illinois,30.6,5.9520754878
18173,Warrick County,Indiana,30.6,6.8950995264
20053,Ellsworth County,Kansas,30.6,10.823345121
21119,Knott County,Kentucky,30.6,0.6076725502
21125,Laurel County,Kentucky,30.6,11.177764754
21155,Marion County,Kentucky,30.6,7.1928308318
29103,Knox County,Missouri,30.6,7.8466556508
29215,Texas County,Missouri,30.6,5.0808992286
31069,Garden County,Nebraska,30.6,9.45170252
36027,Dutchess County,New York,30.6,5.6572945202
36091,Saratoga County,New York,30.6,3.5737477899
38037,Grant County,North Dakota,30.6,15.741402649
38057,Mercer County,North Dakota,30.6,4.219514479
39019,Carroll County,Ohio,30.6,1.9024164015
40089,Mccurtain County,Oklahoma,30.6,13.783708503
42047,Elk County,Pennsylvania,30.6,4.7173828466
45055,Kershaw County,South Carolina,30.6,12.08942988
46047,Fall River County,South Dakota,30.6,12.456780654
47021,Cheatham County,Tennessee,30.6,1.4028548055
48199,Hardin County,Texas,30.6,9.2103466042
51005,Alleghany County,Virginia,30.6,7.8947574046
51680,Lynchburg City,Virginia,30.6,8.0284764252
05021,Clay County,Arkansas,30.7,7.0996772649
19075,Grundy County,Iowa,30.7,No Data
19079,Hamilton County,Iowa,30.7,2.730852361
19171,Tama County,Iowa,30.7,6.6647578678
20029,Cloud County,Kansas,30.7,13.956364513
21061,Edmonson County,Kentucky,30.7,2.0177455924
22061,Lincoln Parish,Louisiana,30.7,19.398698244
26005,Allegan County,Michigan,30.7,4.7275383216
29211,Sullivan County,Missouri,30.7,10.512144824
36015,Chemung County,New York,30.7,6.1839963829
36029,Erie County,New York,30.7,5.7547893537
36069,Ontario County,New York,30.7,3.0467930002
37157,Rockingham County,North Carolina,30.7,9.8455508609
38045,Lamoure County,North Dakota,30.7,19.423344044
39107,Mercer County,Ohio,30.7,2.6061302933
40111,Okmulgee County,Oklahoma,30.7,16.190550447
47179,Washington County,Tennessee,30.7,9.33322183
51019,Bedford County,Virginia,30.7,1.4753635376
53001,Adams County,Washington,30.7,23.228694685
54069,Ohio County,West Virginia,30.7,6.5373367295
56007,Carbon County,Wyoming,30.7,18.976654138
09011,New London County,Connecticut,30.8,7.6796184154
13025,Brantley County,Georgia,30.8,2.6510214125
16029,Caribou County,Idaho,30.8,1.3774350004
21235,Whitley County,Kentucky,30.8,2.454419908
22099,St. Martin Parish,Louisiana,30.8,5.7163003707
23031,York County,Maine,30.8,3.3422944005
29001,Adair County,Missouri,30.8,11.53291578
31011,Boone County,Nebraska,30.8,3.4852294473
36035,Fulton County,New York,30.8,3.8052502964
37069,Franklin County,North Carolina,30.8,2.1685792776
41033,Josephine County,Oregon,30.8,9.1136449264
41065,Wasco County,Oregon,30.8,12.146173194
46057,Hamlin County,South Dakota,30.8,24.882439201
48027,Bell County,Texas,30.8,10.644629728
51171,Shenandoah County,Virginia,30.8,3.1988419579
51590,Danville City,Virginia,30.8,7.0795438194
54017,Doddridge County,West Virginia,30.8,1.1874640036
55005,Barron County,Wisconsin,30.8,6.000006171
01001,Autauga County,Alabama,30.9,13.020997971
02130,Ketchikan Gateway Borough,Alaska,30.9,0.4009555881
05123,St. Francis County,Arkansas,30.9,19.296337932
08001,Adams County,Colorado,30.9,4.7352981235
09009,New Haven County,Connecticut,30.9,4.8752355108
19143,Osceola County,Iowa,30.9,8.1812768611
19163,Scott County,Iowa,30.9,3.4530755388
20159,Rice County,Kansas,30.9,9.055604191
21179,Nelson County,Kentucky,30.9,1.3145739393
23009,Hancock County,Maine,30.9,1.6490713217
27099,Mower County,Minnesota,30.9,5.8374259824
33005,Cheshire County,New Hampshire,30.9,4.2319652449
36037,Genesee County,New York,30.9,1.5456121666
37097,Iredell County,North Carolina,30.9,5.7551989977
39015,Brown County,Ohio,30.9,2.7618252493
40151,Woods County,Oklahoma,30.9,7.8094139436
47039,Decatur County,Tennessee,30.9,2.8284939854
48201,Harris County,Texas,30.9,5.7752801433
48471,Walker County,Texas,30.9,6.2780047075
49013,Duchesne County,Utah,30.9,6.7188741669
51800,Suffolk City,Virginia,30.9,3.872144659
53053,Pierce County,Washington,30.9,7.3246224214
54023,Grant County,West Virginia,30.9,5.2143871967
55057,Juneau County,Wisconsin,30.9,9.4283508305
05125,Saline County,Arkansas,31,7.6862535531
19011,Benton County,Iowa,31,4.2801148324
20009,Barton County,Kansas,31,12.513001086
22051,Jefferson Parish,Louisiana,31,4.8312093833
25027,Worcester County,Massachusetts,31,5.1208809135
28023,Clarke County,Mississippi,31,6.3934139912
29119,Mcdonald County,Missouri,31,1.8037896147
31129,Nuckolls County,Nebraska,31,13.555565367
38059,Morton County,North Dakota,31,5.2040286915
40011,Blaine County,Oklahoma,31,23.508074577
40015,Caddo County,Oklahoma,31,9.8548844401
40123,Pontotoc County,Oklahoma,31,9.2410966823
41071,Yamhill County,Oregon,31,3.3377731553
42101,Philadelphia County,Pennsylvania,31,0.31237458
53035,Kitsap County,Washington,31,7.8418419668
05091,Miller County,Arkansas,31.1,12.246415767
06095,Solano County,California,31.1,3.7806112006
12003,Baker County,Florida,31.1,17.074924923
12005,Bay County,Florida,31.1,10.336153069
13153,Houston County,Georgia,31.1,9.9953119992
13299,Ware County,Georgia,31.1,13.368074168
18081,Johnson County,Indiana,31.1,5.8401203263
19107,Keokuk County,Iowa,31.1,7.6887620967
19109,Kossuth County,Iowa,31.1,4.1417600705
20087,Jefferson County,Kansas,31.1,0.339721376
21111,Jefferson County,Kentucky,31.1,6.4809967041
21149,Mclean County,Kentucky,31.1,1.0303155062
22069,Natchitoches Parish,Louisiana,31.1,15.265064939
23007,Franklin County,Maine,31.1,5.5417093815
28101,Newton County,Mississippi,31.1,8.9903678701
29051,Cole County,Missouri,31.1,8.9010635765
30111,Yellowstone County,Montana,31.1,6.3663362286
31123,Morrill County,Nebraska,31.1,18.034791163
31155,Saunders County,Nebraska,31.1,6.1871177278
40043,Dewey County,Oklahoma,31.1,25.088311526
42089,Monroe County,Pennsylvania,31.1,5.510368082
47045,Dyer County,Tennessee,31.1,14.911284396
51740,Portsmouth City,Virginia,31.1,5.8957503791
53021,Franklin County,Washington,31.1,8.8785856448
01039,Covington County,Alabama,31.2,5.4804849646
01103,Morgan County,Alabama,31.2,8.2711687673
02150,Kodiak Island Borough,Alaska,31.2,11.480081148
10003,New Castle County,Delaware,31.2,6.0224370161
12019,Clay County,Florida,31.2,8.5847232863
13229,Pierce County,Georgia,31.2,3.4061811283
16083,Twin Falls County,Idaho,31.2,4.7142902513
18085,Kosciusko County,Indiana,31.2,4.9058260952
21011,Bath County,Kentucky,31.2,0.9201715965
21047,Christian County,Kentucky,31.2,14.52877032
21135,Lewis County,Kentucky,31.2,0.5373879255
28103,Noxubee County,Mississippi,31.2,7.2178948093
33001,Belknap County,New Hampshire,31.2,2.2554230305
39091,Logan County,Ohio,31.2,2.6432268219
40113,Osage County,Oklahoma,31.2,16.009630807
42043,Dauphin County,Pennsylvania,31.2,8.4756582042
45051,Horry County,South Carolina,31.2,8.3676180213
45065,Mccormick County,South Carolina,31.2,1.6490079601
47025,Claiborne County,Tennessee,31.2,4.4385569921
54007,Braxton County,West Virginia,31.2,9.4537935541
54019,Fayette County,West Virginia,31.2,6.0266298573
55039,Fond Du Lac County,Wisconsin,31.2,6.6865654859
18051,Gibson County,Indiana,31.3,1.6102235688
19007,Appanoose County,Iowa,31.3,5.4893048905
19097,Jackson County,Iowa,31.3,7.0180294487
20051,Ellis County,Kansas,31.3,7.6202821782
20061,Geary County,Kansas,31.3,16.14373166
20181,Sherman County,Kansas,31.3,23.808873844
27169,Winona County,Minnesota,31.3,3.0245435431
29207,Stoddard County,Missouri,31.3,3.1920493358
32013,Humboldt County,Nevada,31.3,5.1840429057
36065,Oneida County,New York,31.3,5.597000772
38035,Grand Forks County,North Dakota,31.3,9.9631525831
39051,Fulton County,Ohio,31.3,5.9241403141
39167,Washington County,Ohio,31.3,4.066606484
44007,Providence County,Rhode Island,31.3,3.2619054569
49041,Sevier County,Utah,31.3,1.3201657759
51015,Augusta County,Virginia,31.3,7.5045913262
55115,Shawano County,Wisconsin,31.3,4.4703568592
02170,Matanuska-Susitna Borough,Alaska,31.4,8.187402145
13057,Cherokee County,Georgia,31.4,7.0521351547
19147,Palo Alto County,Iowa,31.4,7.1429821853
20095,Kingman County,Kansas,31.4,10.565061412
20107,Linn County,Kansas,31.4,4.8481930582
20157,Republic County,Kansas,31.4,6.1911290146
21123,Larue County,Kentucky,31.4,6.7488599523
24047,Worcester County,Maryland,31.4,6.0310399019
27083,Lyon County,Minnesota,31.4,14.548982028
27093,Meeker County,Minnesota,31.4,7.8239863256
27101,Murray County,Minnesota,31.4,3.7542586594
27121,Pope County,Minnesota,31.4,3.0296219078
28071,Lafayette County,Mississippi,31.4,16.798638291
31175,Valley County,Nebraska,31.4,4.4412212403
38039,Griggs County,North Dakota,31.4,5.9343071307
39027,Clinton County,Ohio,31.4,12.326188286
42131,Wyoming County,Pennsylvania,31.4,0.2440555118
45045,Greenville County,South Carolina,31.4,10.068159949
51111,Lunenburg County,Virginia,31.4,0.01850134
55065,Lafayette County,Wisconsin,31.4,4.0228844424
55085,Oneida County,Wisconsin,31.4,2.4989545467
56005,Campbell County,Wyoming,31.4,8.2444665121
04011,Greenlee County,Arizona,31.5,14.048794021
12047,Hamilton County,Florida,31.5,9.5122896634
12067,Lafayette County,Florida,31.5,4.5584282626
12093,Okeechobee County,Florida,31.5,27.291279595
13223,Paulding County,Georgia,31.5,13.517618647
20175,Seward County,Kansas,31.5,7.6801558402
22085,Sabine Parish,Louisiana,31.5,12.054937445
27059,Isanti County,Minnesota,31.5,7.7611701547
27137,St. Louis County,Minnesota,31.5,9.1498136017
28121,Rankin County,Mississippi,31.5,8.2548758029
