County_FIPS,County,State,Obesity-2019-Percentage,Access to Exercise Opportunities-2020 & 2022-Percent
56021,Laramie County,Wyoming,28.4,67.1452164915632
01077,Lauderdale County,Alabama,28.5,57.357530674190905
01085,Lowndes County,Alabama,28.5,0.9116477548249
05041,Desha County,Arkansas,28.5,40.8863536638877
05055,Greene County,Arkansas,28.5,67.1243659261851
12033,Escambia County,Florida,28.5,78.81424643916681
16051,Jefferson County,Idaho,28.5,53.4039040497232
18157,Tippecanoe County,Indiana,28.5,82.69217346484051
19041,Clay County,Iowa,28.5,74.57275390625
19177,Van Buren County,Iowa,28.5,42.995973899764
20099,Labette County,Kansas,28.5,52.4821640903686
26041,Delta County,Michigan,28.5,78.3730320028182
27139,Scott County,Minnesota,28.5,94.8399236722146
29055,Crawford County,Missouri,28.5,62.092297015961094
29065,Dent County,Missouri,28.5,65.8692185007974
29163,Pike County,Missouri,28.5,29.3625973730596
30017,Custer County,Montana,28.5,70.4643128002022
35047,San Miguel County,New Mexico,28.5,67.6114848718797
36071,Orange County,New York,28.5,86.4197253993172
37107,Lenoir County,North Carolina,28.5,64.1177751170132
39009,Athens County,Ohio,28.5,71.7464080344701
40133,Seminole County,Oklahoma,28.5,55.8116827984378
42069,Lackawanna County,Pennsylvania,28.5,93.40052617927151
42095,Northampton County,Pennsylvania,28.5,88.38604126524599
45019,Charleston County,South Carolina,28.5,89.7789263536933
47181,Wayne County,Tennessee,28.5,46.8334154756037
49039,Sanpete County,Utah,28.5,46.3797165664451
51007,Amelia County,Virginia,28.5,1.6057293629853
51087,Henrico County,Virginia,28.5,95.6655272751197
51775,Salem City,Virginia,28.5,86.3883847549909
55095,Polk County,Wisconsin,28.5,62.16510661004509
05113,Polk County,Arkansas,28.6,58.7170282503512
13167,Johnson County,Georgia,28.6,No Data
13233,Polk County,Georgia,28.6,73.9668167922899
13279,Toombs County,Georgia,28.6,59.559748427673
18047,Franklin County,Indiana,28.6,51.8762343647136
19131,Mitchell County,Iowa,28.6,72.80643634642689
20065,Graham County,Kansas,28.6,No Data
21219,Todd County,Kentucky,28.6,2.3441966838193
25013,Hampden County,Massachusetts,28.6,95.5191327215156
26133,Osceola County,Michigan,28.6,38.2901577039011
27011,Big Stone County,Minnesota,28.6,67.0925280681378
29019,Boone County,Missouri,28.6,87.32204128315449
29111,Lewis County,Missouri,28.6,16.2579744816587
31097,Johnson County,Nebraska,28.6,57.05103969754251
32015,Lander County,Nevada,28.6,83.1531217300314
36099,Seneca County,New York,28.6,63.7724019636837
42121,Venango County,Pennsylvania,28.6,67.8340666745947
48091,Comal County,Texas,28.6,72.0379440374982
48149,Fayette County,Texas,28.6,54.728872518927794
48157,Fort Bend County,Texas,28.6,87.9307809265915
02240,Southeast Fairbanks Census Area,Alaska,28.7,27.115158636897803
04007,Gila County,Arizona,28.7,88.2245832707614
13285,Troup County,Georgia,28.7,66.2590384005992
21113,Jessamine County,Kentucky,28.7,88.350852031477
24021,Frederick County,Maryland,28.7,90.35319836447479
27021,Cass County,Minnesota,28.7,56.775094791458805
29117,Livingston County,Missouri,28.7,64.3951363605138
31057,Dundy County,Nebraska,28.7,22.9746070133011
36115,Washington County,New York,28.7,63.622720302763405
39041,Delaware County,Ohio,28.7,93.9983374119669
39097,Madison County,Ohio,28.7,66.5411646586345
51027,Buchanan County,Virginia,28.7,27.2611152051093
51071,Giles County,Virginia,28.7,82.70089950556981
51570,Colonial Heights City,Virginia,28.7,76.8079251513484
53037,Kittitas County,Washington,28.7,74.853959446963
01043,Cullman County,Alabama,28.8,48.497712425739195
01049,Dekalb County,Alabama,28.8,42.8764942464529
04019,Pima County,Arizona,28.8,87.2868694012936
08075,Logan County,Colorado,28.8,77.6755852842809
17099,Lasalle County,Illinois,28.8,72.9103211803972
19035,Cherokee County,Iowa,28.8,76.5225596157145
19165,Shelby County,Iowa,28.8,50.6810829218457
26105,Mason County,Michigan,28.8,86.5861214374225
27173,Yellow Medicine County,Minnesota,28.8,24.002938706968898
28117,Prentiss County,Mississippi,28.8,64.1674664107486
29125,Maries County,Missouri,28.8,7.5426944971536996
32003,Clark County,Nevada,28.8,96.0730288449018
36107,Tioga County,New York,28.8,56.6360540707873
46095,Mellette County,South Dakota,28.8,47.1324296141814
47023,Chester County,Tennessee,28.8,35.6899832766276
55055,Jefferson County,Wisconsin,28.8,77.44405182567729
05131,Sebastian County,Arkansas,28.9,60.63036486983469
13095,Dougherty County,Georgia,28.9,75.3188017251428
13135,Gwinnett County,Georgia,28.9,82.0695001995691
17111,Mchenry County,Illinois,28.9,94.23168046829919
19005,Allamakee County,Iowa,28.9,65.9199203470592
20067,Grant County,Kansas,28.9,83.8275299238302
21127,Lawrence County,Kentucky,28.9,16.123488614742502
21163,Meade County,Kentucky,28.9,59.4673865946739
22039,Evangeline Parish,Louisiana,28.9,55.7372488408037
26023,Branch County,Michigan,28.9,60.9580491284383
31017,Brown County,Nebraska,28.9,79.607302790217
36021,Columbia County,New York,28.9,64.3170375182719
38065,Oliver County,North Dakota,28.9,45.6046883324454
39069,Henry County,Ohio,28.9,36.7796977803485
42107,Schuylkill County,Pennsylvania,28.9,77.5776132653846
47159,Smith County,Tennessee,28.9,34.093649517684895
48187,Guadalupe County,Texas,28.9,64.8605144001945
51153,Prince William County,Virginia,28.9,96.2677621919354
54029,Hancock County,West Virginia,28.9,96.3017700635848
55073,Marathon County,Wisconsin,28.9,72.1243650960417
01033,Colbert County,Alabama,29,64.9850594998864
01117,Shelby County,Alabama,29,73.62660520840811
08123,Weld County,Colorado,29,83.9574321921327
13009,Baldwin County,Georgia,29,46.0626954953309
13031,Bulloch County,Georgia,29,56.654212752315104
13059,Clarke County,Georgia,29,76.6093369912412
17091,Kankakee County,Illinois,29,79.9073505609198
21175,Morgan County,Kentucky,29,51.0709602214775
26007,Alpena County,Michigan,29,53.4818556059086
26113,Missaukee County,Michigan,29,17.5524847196386
29081,Harrison County,Missouri,29,42.5769277920804
29209,Stone County,Missouri,29,66.3695456300682
32001,Churchill County,Nevada,29,67.56153002037941
36001,Albany County,New York,29,94.4636777111495
36073,Orleans County,New York,29,71.8513744639714
38031,Foster County,North Dakota,29,69.4436267294672
45069,Marlboro County,South Carolina,29,25.3271834102074
51187,Warren County,Virginia,29,82.6675178628428
54037,Jefferson County,West Virginia,29,64.8931560978146
01013,Butler County,Alabama,29.1,45.005511521704896
05057,Hempstead County,Arkansas,29.1,60.4834288562173
05103,Ouachita County,Arkansas,29.1,36.4944812362031
05137,Stone County,Arkansas,29.1,50.0040456347601
06113,Yolo County,California,29.1,95.70800774480949
06115,Yuba County,California,29.1,82.3610174685872
13143,Haralson County,Georgia,29.1,48.2369063137137
18055,Greene County,Indiana,29.1,43.4957633996689
18077,Jefferson County,Indiana,29.1,58.2284972999065
18145,Shelby County,Indiana,29.1,59.7070247475308
21015,Boone County,Kentucky,29.1,90.6051423864439
21023,Bracken County,Kentucky,29.1,0
22043,Grant Parish,Louisiana,29.1,70.53994316387751
26125,Oakland County,Michigan,29.1,96.4062162830206
27061,Itasca County,Minnesota,29.1,66.1949615675123
29031,Cape Girardeau County,Missouri,29.1,75.13645820585
29099,Jefferson County,Missouri,29.1,70.8219582868408
35017,Grant County,New Mexico,29.1,61.025368103601195
36085,Richmond County,New York,29.1,99.0333779125239
38007,Billings County,North Dakota,29.1,27.513227513227502
40083,Logan County,Oklahoma,29.1,57.5320351125013
42117,Tioga County,Pennsylvania,29.1,54.5913022292606
45009,Bamberg County,South Carolina,29.1,63.1808278867102
45073,Oconee County,South Carolina,29.1,54.5371277367156
48089,Colorado County,Texas,29.1,62.5383081188889
53059,Skamania County,Washington,29.1,72.333000997009
01031,Coffee County,Alabama,29.2,48.8020200130927
01081,Lee County,Alabama,29.2,59.8148541388077
01109,Pike County,Alabama,29.2,61.2954042836802
05087,Madison County,Arkansas,29.2,48.744022758912905
09003,Hartford County,Connecticut,29.2,95.3913182686343
13051,Chatham County,Georgia,29.2,87.6741925761368
20123,Mitchell County,Kansas,29.2,70.1345755693582
21185,Oldham County,Kentucky,29.2,92.176845592912
21207,Russell County,Kentucky,29.2,75.7656606080818
26031,Cheboygan County,Michigan,29.2,59.4315649556277
26127,Oceana County,Michigan,29.2,86.6461607712217
26137,Otsego County,Michigan,29.2,67.33091546769761
29129,Mercer County,Missouri,29.2,6.3312605992086
29177,Ray County,Missouri,29.2,47.983418257189705
35007,Colfax County,New Mexico,29.2,75.8617905869056
37129,New Hanover County,North Carolina,29.2,95.0890997864441
38005,Benson County,North Dakota,29.2,55.4158283031522
47061,Grundy County,Tennessee,29.2,38.0589844038732
47153,Sequatchie County,Tennessee,29.2,53.9176039428788
49021,Iron County,Utah,29.2,55.2025694286861
53003,Asotin County,Washington,29.2,89.5938972402962
53039,Klickitat County,Washington,29.2,59.828458324169794
55025,Dane County,Wisconsin,29.2,93.7015586709979
05063,Independence County,Arkansas,29.3,48.7084189994201
16023,Butte County,Idaho,29.3,42.7350427350427
18037,Dubois County,Indiana,29.3,75.49098242317301
19137,Montgomery County,Iowa,29.3,79.0416263310745
19167,Sioux County,Iowa,29.3,80.1906779661017
20005,Atchison County,Kansas,29.3,82.2730609248838
23027,Waldo County,Maine,29.3,39.1218723962936
26033,Chippewa County,Michigan,29.3,75.5063205110779
26079,Kalkaska County,Michigan,29.3,43.2577066726127
26107,Mecosta County,Michigan,29.3,63.1464974568162
27025,Chisago County,Minnesota,29.3,69.8963282174458
27131,Rice County,Minnesota,29.3,82.2391463105653
29041,Chariton County,Missouri,29.3,34.2197624190065
40117,Pawnee County,Oklahoma,29.3,34.4563749758889
42075,Lebanon County,Pennsylvania,29.3,86.8627711036808
44003,Kent County,Rhode Island,29.3,92.1362032835768
45053,Jasper County,South Carolina,29.3,63.4885901844326
47117,Marshall County,Tennessee,29.3,49.4842356780698
48381,Randall County,Texas,29.3,93.8509303531719
51093,Isle Of Wight County,Virginia,29.3,65.9223954825675
51197,Wythe County,Virginia,29.3,72.7430187345352
05077,Lee County,Arkansas,29.4,52.2209302325581
06033,Lake County,California,29.4,68.3009844050291
12001,Alachua County,Florida,29.4,87.235517186894
13093,Dooly County,Georgia,29.4,31.352605281941496
13261,Sumter County,Georgia,29.4,55.4362506753106
19099,Jasper County,Iowa,29.4,75.1540475497845
19141,O&#39;brien County,Iowa,29.4,78.8605274291355
19149,Plymouth County,Iowa,29.4,77.22779982878049
20115,Marion County,Kansas,29.4,34.796582931574
26103,Marquette County,Michigan,29.4,83.9768544465819
27005,Becker County,Minnesota,29.4,58.35204502174351
27029,Clearwater County,Minnesota,29.4,59.4321914594087
28109,Pearl River County,Mississippi,29.4,58.5858046130555
28135,Tallahatchie County,Mississippi,29.4,30.0668501769564
30043,Jefferson County,Montana,29.4,49.8800165494415
31003,Antelope County,Nebraska,29.4,33.836378077839605
31101,Keith County,Nebraska,29.4,71.3137372525495
35029,Luna County,New Mexico,29.4,42.4430723246942
36007,Broome County,New York,29.4,81.34213797858901
38051,Mcintosh County,North Dakota,29.4,33.9130434782609
40037,Creek County,Oklahoma,29.4,50.7051871672659
40139,Texas County,Oklahoma,29.4,61.7003367003367
47097,Lauderdale County,Tennessee,29.4,48.5622240782723
51069,Frederick County,Virginia,29.4,78.886227151905
01083,Limestone County,Alabama,29.5,43.4633581152844
16055,Kootenai County,Idaho,29.5,81.39727594215749
18123,Perry County,Indiana,29.5,90.18779342723
20141,Osborne County,Kansas,29.5,41.6
21031,Butler County,Kentucky,29.5,20.653140409021102
21053,Clinton County,Kentucky,29.5,52.0155625202637
21067,Fayette County,Kentucky,29.5,99.1750627770716
21137,Lincoln County,Kentucky,29.5,40.2677651905252
21229,Washington County,Kentucky,29.5,18.200715057786603
22053,Jefferson Davis Parish,Louisiana,29.5,49.426356589147304
27071,Koochiching County,Minnesota,29.5,70.3780467584149
27143,Sibley County,Minnesota,29.5,55.142895659207305
29105,Laclede County,Missouri,29.5,61.511140708676706
42011,Berks County,Pennsylvania,29.5,86.8615759859531
42021,Cambria County,Pennsylvania,29.5,81.1968053224646
46127,Union County,South Dakota,29.5,66.9561596573672
48497,Wise County,Texas,29.5,43.5059447488052
51139,Page County,Virginia,29.5,32.6880087730398
55137,Waushara County,Wisconsin,29.5,30.6035889070147
56015,Goshen County,Wyoming,29.5,61.4498319731157
17115,Macon County,Illinois,29.6,83.36602626973601
22113,Vermilion Parish,Louisiana,29.6,49.6417301556861
26093,Livingston County,Michigan,29.6,87.7018146554837
28013,Calhoun County,Mississippi,29.6,36.1977988843661
31125,Nance County,Nebraska,29.6,64.9704142011834
31149,Rock County,Nebraska,29.6,3.5657686212360997
35043,Sandoval County,New Mexico,29.6,69.36519881209941
38049,Mchenry County,North Dakota,29.6,27.7829747427502
40029,Coal County,Oklahoma,29.6,45.8222559817698
40071,Kay County,Oklahoma,29.6,67.64530892448511
42037,Columbia County,Pennsylvania,29.6,77.1100159129884
48241,Jasper County,Texas,29.6,33.8023044269254
49005,Cache County,Utah,29.6,81.32162758910731
49035,Salt Lake County,Utah,29.6,92.2270463822456
54101,Webster County,West Virginia,29.6,31.212699928383902
17113,Mclean County,Illinois,29.7,80.889596031681
17177,Stephenson County,Illinois,29.7,70.427963253417
18001,Adams County,Indiana,29.7,55.8798067524924
18011,Boone County,Indiana,29.7,83.990001694628
19023,Butler County,Iowa,29.7,56.3345890888796
22029,Concordia Parish,Louisiana,29.7,51.7846631347996
24041,Talbot County,Maryland,29.7,71.5823695571071
27067,Kandiyohi County,Minnesota,29.7,57.5756882831794
28039,George County,Mississippi,29.7,35.4537987679671
28141,Tishomingo County,Mississippi,29.7,52.3183023872679
29189,St. Louis County,Missouri,29.7,95.39360139424869
30091,Sheridan County,Montana,29.7,62.5883017801639
36083,Rensselaer County,New York,29.7,73.4723515174083
37181,Vance County,North Carolina,29.7,66.1773685941096
38077,Richland County,North Dakota,29.7,57.129892915481896
45037,Edgefield County,South Carolina,29.7,56.405659274272104
47037,Davidson County,Tennessee,29.7,92.8013477043767
47147,Robertson County,Tennessee,29.7,54.96614150515779
47151,Scott County,Tennessee,29.7,70.35697940503431
48007,Aransas County,Texas,29.7,66.3785144775493
48121,Denton County,Texas,29.7,92.3795980238785
53041,Lewis County,Washington,29.7,57.31536598132661
55083,Oconto County,Wisconsin,29.7,55.8963172077505
55131,Washington County,Wisconsin,29.7,95.0833936575486
56027,Niobrara County,Wyoming,29.7,70.2067288204297
02020,Anchorage Municipality,Alaska,29.8,91.0285771183909
13313,Whitfield County,Georgia,29.8,73.9850676621559
18179,Wells County,Indiana,29.8,46.472675656494
19047,Crawford County,Iowa,29.8,66.82602118003031
19093,Ida County,Iowa,29.8,74.3468950749465
19129,Mills County,Iowa,29.8,62.2687103010218
21209,Scott County,Kentucky,29.8,78.54780859067449
29049,Clinton County,Missouri,29.8,43.0891238670695
31071,Garfield County,Nebraska,29.8,71.7595146166575
31107,Knox County,Nebraska,29.8,50.339649624597804
35039,Rio Arriba County,New Mexico,29.8,49.6618189926418
36003,Allegany County,New York,29.8,44.416221801274304
36005,Bronx County,New York,29.8,99.8827287332938
36117,Wayne County,New York,29.8,66.69368885772819
37101,Johnston County,North Carolina,29.8,68.6118917217209
39061,Hamilton County,Ohio,29.8,96.8826409547348
42081,Lycoming County,Pennsylvania,29.8,56.488422601324096
46011,Brookings County,South Dakota,29.8,85.8036363636364
51177,Spotsylvania County,Virginia,29.8,83.8129856032907
55127,Walworth County,Wisconsin,29.8,82.6104923082703
56003,Big Horn County,Wyoming,29.8,69.5946532419061
06099,Stanislaus County,California,29.9,94.3830284438882
12017,Citrus County,Florida,29.9,77.625241317447
17183,Vermilion County,Illinois,29.9,69.3521863374131
18015,Carroll County,Indiana,29.9,45.7746478873239
19081,Hancock County,Iowa,29.9,70.4585456229736
20073,Greenwood County,Kansas,29.9,44.5977393617021
24035,Queen Anne&#39;s County,Maryland,29.9,71.7949232064803
28161,Yalobusha County,Mississippi,29.9,1.2418876692573
29021,Buchanan County,Missouri,29.9,66.4465227082424
38081,Sargent County,North Dakota,29.9,65.2511651993786
47029,Cocke County,Tennessee,29.9,67.2185338481625
51810,Virginia Beach City,Virginia,29.9,96.9584521296276
53063,Spokane County,Washington,29.9,86.4383995965432
53073,Whatcom County,Washington,29.9,81.22082284535391
55075,Marinette County,Wisconsin,29.9,64.6350783339702
05141,Van Buren County,Arkansas,30,42.2828564193467
12089,Nassau County,Florida,30,80.6302018771029
13019,Berrien County,Georgia,30,26.5748898678414
17197,Will County,Illinois,30,93.31188833281871
20165,Rush County,Kansas,30,29.8037889039242
21041,Carroll County,Kentucky,30,49.1951896392229
22119,Webster Parish,Louisiana,30,58.352043714664404
27119,Polk County,Minnesota,30,71.17209540907929
28069,Kemper County,Mississippi,30,6.0525144637294
29077,Greene County,Missouri,30,85.6209959352993
29107,Lafayette County,Missouri,30,32.2914140189183
29183,St. Charles County,Missouri,30,86.7917544699478
31077,Greeley County,Nebraska,30,No Data
32023,Nye County,Nevada,30,21.5638386540288
33013,Merrimack County,New Hampshire,30,85.9792728596692
37031,Carteret County,North Carolina,30,83.5578997133824
38015,Burleigh County,North Dakota,30,81.4905848178919
39055,Geauga County,Ohio,30,83.0204304118578
39085,Lake County,Ohio,30,90.76796086035
40041,Delaware County,Oklahoma,30,54.85803401242671
42115,Susquehanna County,Pennsylvania,30,42.009678930114
48239,Jackson County,Texas,30,54.0899386175607
51079,Greene County,Virginia,30,61.73608407940831
51155,Pulaski County,Virginia,30,70.8905325443787
55099,Price County,Wisconsin,30,64.69332574356051
05001,Arkansas County,Arkansas,30.1,76.191031547029
12027,Desoto County,Florida,30.1,63.518365905345
16043,Fremont County,Idaho,30.1,71.25037346877801
16069,Nez Perce County,Idaho,30.1,75.00118793062481
17095,Knox County,Illinois,30.1,73.91878639902339
20091,Johnson County,Kansas,30.1,96.72057494879999
20167,Russell County,Kansas,30.1,68.076520699447
21073,Franklin County,Kentucky,30.1,75.7455229817039
24013,Carroll County,Maryland,30.1,85.4052553342858
27037,Dakota County,Minnesota,30.1,96.87529837547339
27123,Ramsey County,Minnesota,30.1,99.7764106946295
28031,Covington County,Mississippi,30.1,27.742639040348998
29091,Howell County,Missouri,30.1,68.6540880503145
29161,Phelps County,Missouri,30.1,85.7811729916215
33019,Sullivan County,New Hampshire,30.1,75.5126210435873
36051,Livingston County,New York,30.1,79.87353236083709
36063,Niagara County,New York,30.1,88.764541581635
37027,Caldwell County,North Carolina,30.1,79.78475425283939
40097,Mayes County,Oklahoma,30.1,46.7243763765815
45081,Saluda County,South Carolina,30.1,44.862686883681505
51037,Charlotte County,Virginia,30.1,16.4368115187787
53005,Benton County,Washington,30.1,77.4726523035872
54013,Calhoun County,West Virginia,30.1,No Data
55109,St. Croix County,Wisconsin,30.1,81.1430892918235
01061,Geneva County,Alabama,30.2,35.125098465808904
01089,Madison County,Alabama,30.2,73.5307984222716
05143,Washington County,Arkansas,30.2,82.4407921226985
12077,Liberty County,Florida,30.2,23.1502382743918
18131,Pulaski County,Indiana,30.2,40.3228384209685
19095,Iowa County,Iowa,30.2,68.905293482175
22007,Assumption Parish,Louisiana,30.2,35.6148105898569
24003,Anne Arundel County,Maryland,30.2,92.1539928705116
26017,Bay County,Michigan,30.2,75.83095824988449
28057,Itawamba County,Mississippi,30.2,53.2288480073754
30053,Lincoln County,Montana,30.2,49.717944808659894
31143,Polk County,Nebraska,30.2,46.7203682393556
36055,Monroe County,New York,30.2,95.2209711591258
39037,Darke County,Ohio,30.2,54.559472639309206
40019,Carter County,Oklahoma,30.2,47.1178884653043
42119,Union County,Pennsylvania,30.2,77.8918019727748
46071,Jackson County,South Dakota,30.2,1.2116892373485
51051,Dickenson County,Virginia,30.2,58.1634097989238
53061,Snohomish County,Washington,30.2,89.6434235111244
53065,Stevens County,Washington,30.2,46.5561416729465
56025,Natrona County,Wyoming,30.2,82.81283221812271
13255,Spalding County,Georgia,30.3,66.81425132974769
19017,Bremer County,Iowa,30.3,73.9034736673603
19061,Dubuque County,Iowa,30.3,82.733262144138
21027,Breckinridge County,Kentucky,30.3,29.4733750978857
21147,Mccreary County,Kentucky,30.3,100
26021,Berrien County,Michigan,30.3,83.41519997926329
29061,Daviess County,Missouri,30.3,10.972716488730699
29133,Mississippi County,Missouri,30.3,81.4900214677586
29147,Nodaway County,Missouri,30.3,64.3802080881314
29157,Perry County,Missouri,30.3,48.728634733066
30013,Cascade County,Montana,30.3,76.5939299168384
39077,Huron County,Ohio,30.3,62.96764279006229
42017,Bucks County,Pennsylvania,30.3,92.7433499655086
48141,El Paso County,Texas,30.3,81.79336619469369
51099,King George County,Virginia,30.3,78.6476069303596
55121,Trempealeau County,Wisconsin,30.3,79.3172951885566
55139,Winnebago County,Wisconsin,30.3,89.60810574739419
02185,North Slope Borough,Alaska,30.4,6.726498050947299
05115,Pope County,Arkansas,30.4,69.6754547892902
12069,Lake County,Florida,30.4,86.5692943983165
17037,Dekalb County,Illinois,30.4,81.72276438956379
18065,Henry County,Indiana,30.4,67.426503659484
18103,Miami County,Indiana,30.4,57.7581891997108
19051,Davis County,Iowa,30.4,41.2952799121844
20145,Pawnee County,Kansas,30.4,66.6879897649128
21143,Lyon County,Kentucky,30.4,63.6290322580645
21217,Taylor County,Kentucky,30.4,67.5248818352995
27039,Dodge County,Minnesota,30.4,55.2259548569512
27047,Freeborn County,Minnesota,30.4,59.954685224146296
30047,Lake County,Montana,30.4,51.4582128862337
36025,Delaware County,New York,30.4,58.07077728626881
39089,Licking County,Ohio,30.4,79.6525859992494
40153,Woodward County,Oklahoma,30.4,55.3004396678065
47003,Bedford County,Tennessee,30.4,43.6690088978243
55069,Lincoln County,Wisconsin,30.4,65.2261129685025
08101,Pueblo County,Colorado,30.5,77.5282168385248
13139,Hall County,Georgia,30.5,67.0890437933207
18041,Fayette County,Indiana,30.5,69.0956492007864
25005,Bristol County,Massachusetts,30.5,91.0310773480663
26111,Midland County,Michigan,30.5,75.9479723093875
27151,Swift County,Minnesota,30.5,41.6751372230128
28015,Carroll County,Mississippi,30.5,11.8323664732947
31093,Howard County,Nebraska,30.5,48.3861003861004
40007,Beaver County,Oklahoma,30.5,1.5052485640721
40013,Bryan County,Oklahoma,30.5,47.6523324722687
40017,Canadian County,Oklahoma,30.5,76.2993426378679
40023,Choctaw County,Oklahoma,30.5,28.132920304139702
45071,Newberry County,South Carolina,30.5,66.425408945094
45079,Richland County,South Carolina,30.5,81.5682919737497
46135,Yankton County,South Dakota,30.5,82.1664521664522
47183,Weakley County,Tennessee,30.5,21.3999148987903
48491,Williamson County,Texas,30.5,90.6611802297801
51183,Sussex County,Virginia,30.5,27.1770246560163
53043,Lincoln County,Washington,30.5,39.9043766090474
55021,Columbia County,Wisconsin,30.5,69.2597025132501
01065,Hale County,Alabama,30.6,27.710517416300302
05059,Hot Spring County,Arkansas,30.6,20.786924939467298
12043,Glades County,Florida,30.6,10.51459673429
12113,Santa Rosa County,Florida,30.6,68.7526595744681
16019,Bonneville County,Idaho,30.6,78.3154786873609
17097,Lake County,Illinois,30.6,97.7948937623715
18173,Warrick County,Indiana,30.6,77.98366146045261
20053,Ellsworth County,Kansas,30.6,61.21392722710161
21119,Knott County,Kentucky,30.6,13.107852080555801
21125,Laurel County,Kentucky,30.6,69.557440148212
21155,Marion County,Kentucky,30.6,48.5164189775803
29103,Knox County,Missouri,30.6,No Data
29215,Texas County,Missouri,30.6,65.4347204639196
31069,Garden County,Nebraska,30.6,8.2710779082177
36027,Dutchess County,New York,30.6,80.37720801186839
36091,Saratoga County,New York,30.6,86.9962506740719
38037,Grant County,North Dakota,30.6,27.3359408952629
38057,Mercer County,North Dakota,30.6,79.065868263473
39019,Carroll County,Ohio,30.6,36.076494143183304
40089,Mccurtain County,Oklahoma,30.6,46.3003829428182
42047,Elk County,Pennsylvania,30.6,74.0851887705712
45055,Kershaw County,South Carolina,30.6,36.6925064599483
46047,Fall River County,South Dakota,30.6,86.4190448874229
47021,Cheatham County,Tennessee,30.6,56.7272107518504
48199,Hardin County,Texas,30.6,66.1076630328467
51005,Alleghany County,Virginia,30.6,100
51680,Lynchburg City,Virginia,30.6,98.3647432570973
05021,Clay County,Arkansas,30.7,60.7476635514019
19075,Grundy County,Iowa,30.7,81.7422337578068
19079,Hamilton County,Iowa,30.7,74.5328811756101
19171,Tama County,Iowa,30.7,57.216224102713696
20029,Cloud County,Kansas,30.7,80.04871567759079
21061,Edmonson County,Kentucky,30.7,40.879102754412
22061,Lincoln Parish,Louisiana,30.7,76.2604347466733
26005,Allegan County,Michigan,30.7,57.4579675026141
29211,Sullivan County,Missouri,30.7,46.2743790631772
36015,Chemung County,New York,30.7,81.801112325902
36029,Erie County,New York,30.7,97.0575413210149
36069,Ontario County,New York,30.7,79.3905280193494
37157,Rockingham County,North Carolina,30.7,70.9240800913322
38045,Lamoure County,North Dakota,30.7,49.4258490105057
39107,Mercer County,Ohio,30.7,69.8245861550038
40111,Okmulgee County,Oklahoma,30.7,61.0199967307797
47179,Washington County,Tennessee,30.7,76.9182186600101
51019,Bedford County,Virginia,30.7,56.897636606176505
53001,Adams County,Washington,30.7,80.7257555911318
54069,Ohio County,West Virginia,30.7,92.97819681791401
56007,Carbon County,Wyoming,30.7,72.77980326064521
09011,New London County,Connecticut,30.8,91.37569585373569
13025,Brantley County,Georgia,30.8,17.285389268076102
16029,Caribou County,Idaho,30.8,9.6484986480717
21235,Whitley County,Kentucky,30.8,74.0820440183046
22099,St. Martin Parish,Louisiana,30.8,64.56236598605291
23031,York County,Maine,30.8,76.37754042986809
29001,Adair County,Missouri,30.8,77.1351821126649
31011,Boone County,Nebraska,30.8,43.353783231083796
36035,Fulton County,New York,30.8,87.5890780886655
37069,Franklin County,North Carolina,30.8,61.5212984702434
41033,Josephine County,Oregon,30.8,68.5798615052787
41065,Wasco County,Oregon,30.8,70.7311586051743
46057,Hamlin County,South Dakota,30.8,6.3919532770928
48027,Bell County,Texas,30.8,70.5544628716811
51171,Shenandoah County,Virginia,30.8,51.7607386955144
51590,Danville City,Virginia,30.8,83.6299600845269
54017,Doddridge County,West Virginia,30.8,15.8043032786885
55005,Barron County,Wisconsin,30.8,72.49041981546101
01001,Autauga County,Alabama,30.9,55.5377944052377
02130,Ketchikan Gateway Borough,Alaska,30.9,81.0367077717235
05123,St. Francis County,Arkansas,30.9,31.7756604590732
08001,Adams County,Colorado,30.9,93.9559868507156
09009,New Haven County,Connecticut,30.9,95.6862291651009
19143,Osceola County,Iowa,30.9,53.9405684754522
19163,Scott County,Iowa,30.9,90.0869644871156
20159,Rice County,Kansas,30.9,66.7444574095683
21179,Nelson County,Kentucky,30.9,61.5623261585862
23009,Hancock County,Maine,30.9,66.4119110277948
27099,Mower County,Minnesota,30.9,79.6322666067101
33005,Cheshire County,New Hampshire,30.9,67.6737555259097
36037,Genesee County,New York,30.9,64.583476056724
37097,Iredell County,North Carolina,30.9,71.4697390903783
39015,Brown County,Ohio,30.9,42.3069878193974
40151,Woods County,Oklahoma,30.9,53.84972170686459
47039,Decatur County,Tennessee,30.9,44.879755137735
48201,Harris County,Texas,30.9,90.9714878744997
48471,Walker County,Texas,30.9,72.83900523560209
49013,Duchesne County,Utah,30.9,57.884262094304994
51800,Suffolk City,Virginia,30.9,77.867774903524
53053,Pierce County,Washington,30.9,81.1891915364824
54023,Grant County,West Virginia,30.9,56.6873177842566
55057,Juneau County,Wisconsin,30.9,48.2558574743619
05125,Saline County,Arkansas,31,57.2235366565113
19011,Benton County,Iowa,31,44.594330400782
20009,Barton County,Kansas,31,80.8927941003413
22051,Jefferson Parish,Louisiana,31,96.3115470040678
25027,Worcester County,Massachusetts,31,91.8979110578568
28023,Clarke County,Mississippi,31,15.1072686519372
29119,Mcdonald County,Missouri,31,27.8032871304124
